time_s,raw,ma_only,ma_spike,spike_flag,dA_raw,dA_ma_only,dA_ma_spike
25.7080,1.850400,1.827940,1.827940,0,1.804915,1.786724,1.786724
25.8376,1.864600,1.844820,1.844820,0,1.816489,1.800383,1.800383
25.9636,1.864500,1.856060,1.856060,0,1.816408,1.809522,1.809522
26.0921,1.830200,1.852960,1.852960,0,1.788549,1.806998,1.806998
26.2199,1.839600,1.849860,1.849860,0,1.796150,1.804476,1.804476
26.3487,1.883200,1.856420,1.856420,0,1.831737,1.809815,1.809815
26.4750,1.841200,1.851740,1.851740,0,1.797447,1.806005,1.806005
26.6042,1.853700,1.849580,1.849580,0,1.807600,1.804249,1.804249
26.7319,1.866200,1.856780,1.856780,0,1.817797,1.810108,1.810108
26.8599,1.828700,1.854600,1.854600,0,1.787338,1.808333,1.808333
26.9872,1.847500,1.847460,1.847460,0,1.802558,1.802526,1.802526
27.1152,1.833400,1.845900,1.845900,0,1.791134,1.801259,1.801259
27.2439,1.861500,1.847460,1.847460,0,1.813958,1.802526,1.802526
27.3719,1.895900,1.853400,1.853400,0,1.842205,1.807356,1.807356
27.4994,1.863100,1.860280,1.860280,0,1.815264,1.812962,1.812962
27.6272,1.933500,1.877480,1.877480,0,1.873474,1.827037,1.827037
27.7550,1.899100,1.890620,1.890620,0,1.844850,1.837847,1.837847
27.8862,1.932700,1.904860,1.904860,0,1.872804,1.849618,1.849618
28.0117,1.947500,1.915180,1.915180,0,1.885224,1.858186,1.858186
28.1403,1.999100,1.942380,1.942380,0,1.929047,1.880920,1.880920
28.2687,2.003800,1.956440,1.956440,0,1.933080,1.892758,1.892758
28.3919,2.027300,1.982080,1.982080,0,1.953347,1.914502,1.914502
28.5179,2.016400,1.998820,1.998820,0,1.943925,1.928807,1.928807
28.6439,2.007800,2.010880,2.010880,0,1.936517,1.939167,1.939167
28.7700,2.038700,2.018800,2.018800,0,1.963242,1.945996,1.945996
28.8952,2.064100,2.030860,2.030860,0,1.985438,1.956432,1.956432
29.0217,2.086700,2.042740,2.042740,0,2.005364,1.966758,1.966758
29.1479,2.082100,2.055880,2.055880,0,2.001295,1.978232,1.978232
29.2746,2.121100,2.078540,2.078540,0,2.036019,1.998150,1.998150
29.3993,2.160200,2.102840,2.102840,0,2.071348,2.019698,2.019698
29.5259,2.138400,2.117700,2.117700,0,2.051586,2.032972,2.032972
29.6511,2.154000,2.131160,2.131160,0,2.065711,2.045059,2.045059
29.7773,2.124300,2.139600,2.139600,0,2.038891,2.052670,2.052670
29.9038,2.177400,2.150860,2.150860,0,2.087055,2.062861,2.062861
30.0293,2.196200,2.158060,2.158060,0,2.104342,2.069401,2.069401
30.1558,2.167300,2.163840,2.163840,0,2.077819,2.074663,2.074663
30.2822,2.204000,2.173840,2.173840,0,2.111551,2.083796,2.083796
